Region,Contract End Date,Gender,Variation_Out,Contract Terminatio Reason,Seniority_class,Age_class,Qty_Z1_Days,Qty_Z2_Days,Qty_Z3_Days,Qty_P1_Days,Qty_P2_Days,Qty_P3_Days,Qty_A1_Days,Qty_A2_Days,unique ID
Région de Bruxelles-Capitale,2017-10-27,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-10-27,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-28,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-28,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-29,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-29,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-30,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-31,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-10-31,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-31,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-10-31,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-10-31,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-02,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-03,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-03,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-03,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-07,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-08,Femme,Out,Préavis travailleur,<6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-09,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-09,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-10,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-10,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-10,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-12,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-12,Homme,Out,Préavis travailleur,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-14,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-16,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-11-16,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-16,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-17,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-17,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-17,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-18,Homme,Out,Préavis employeur,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-21,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-22,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-23,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-23,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-24,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-24,Femme,Out,Préavis travailleur,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-24,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-24,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-26,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-26,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-28,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-30,Femme,Out,Fin du contrat,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-30,Femme,Out,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-30,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-11-30,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-30,Homme,Out,Autre firme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-30,Homme,Out,De commun accord,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-11-30,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-11-30,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-01,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-01,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-01,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-02,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-02,Homme,Out,Fin du contrat,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-03,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-05,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-07,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-07,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-07,Homme,Out,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-08,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-08,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-10,Homme,Out,Fin du contrat,<6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-10,Homme,Out,Fin du contrat,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-10,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-10,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-11,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-11,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-12,Femme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-12,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-12,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-14,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-14,Homme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-15,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-15,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-15,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-16,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-17,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-17,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-17,Homme,Out,Fin du contrat,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-17,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-19,Homme,Out,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-20,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-20,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-21,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-22,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-22,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-23,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-23,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-24,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-25,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-25,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-26,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-28,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-29,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-29,Homme,Out,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-12-29,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-29,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-30,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-30,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-12-31,Homme,Out,Fin du contrat,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-12-31,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-01,Homme,Out,Fin du contrat,<6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-01,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-02,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-03,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-03,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-04,Homme,Out,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-04,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-05,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-05,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-05,Homme,Out,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-05,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-05,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-06,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-07,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-09,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-11,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-11,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-12,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-12,Homme,Out,De commun accord,<6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-12,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-12,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-13,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-14,Homme,Out,Fin du contrat,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-14,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-15,Homme,Out,De commun accord,>6_years,30-40,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-16,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-17,Femme,Out,Préavis travailleur,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-17,Homme,Out,Fin du contrat,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-18,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-18,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-18,Femme,Out,Préavis travailleur,<6_years,20-25,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2018-01-18,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-19,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-19,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-20,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2018-01-21,Homme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-25,Femme,Out,Fin du contrat,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-25,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-26,Femme,Out,Fin du contrat,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-26,Femme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2018-01-26,Homme,Out,Fin du contrat,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
