NACE Code,Region,Period,Age_class,Seniority_class,Qty_Z0_Days,Qty_Z1_Days,Qty_Z2_Days,Qty_Z3_Days,Qty_P0_Days,Qty_P1_Days,Qty_P2_Days,Qty_P3_Days,Qty_A1_Days,Qty_A2_Days
25999,Unknown,01/03/2016,Unknown,Unknown,242,247,170,249,0,0,0,0,5,23
25999,Unknown,01/03/2017,Unknown,Unknown,106,106,111,229,0,0,0,0,0,0
25999,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
25999,Unknown,01/04/2016,Unknown,Unknown,135,135,108,225,0,0,0,0,9,0
25999,Unknown,01/04/2017,Unknown,Unknown,141,141,77,201,0,0,0,0,1,0
25999,Unknown,01/05/2016,Unknown,Unknown,143,143,99,239,0,0,0,0,12,8
25999,Unknown,01/05/2017,Unknown,Unknown,141,141,95,230,0,0,0,0,0,0
25999,Unknown,01/06/2016,Unknown,Unknown,85,85,101,238,0,0,0,0,1,22
25999,Unknown,01/06/2017,Unknown,Unknown,128,128,134,219,0,0,0,0,0,0
25999,Unknown,01/07/2016,Unknown,Unknown,88,88,62,230,0,0,0,0,12,21
25999,Unknown,01/07/2017,Unknown,Unknown,47,47,110,211,0,0,0,0,0,0
25999,Unknown,01/08/2016,Unknown,Unknown,92,93,91,255,0,0,0,0,15,24
25999,Unknown,01/08/2017,Unknown,Unknown,60,60,99,230,0,0,0,0,6,0
25999,Unknown,01/09/2016,Unknown,Unknown,154,154,52,237,0,0,0,0,1,22
25999,Unknown,01/09/2017,Unknown,Unknown,104,104,23,210,0,0,0,0,2,0
25999,Unknown,01/10/2016,Unknown,Unknown,94,94,63,207,0,0,0,0,0,21
25999,Unknown,01/10/2017,Unknown,Unknown,169,169,29,209,0,0,0,0,25,0
25999,Unknown,01/11/2016,Unknown,Unknown,220,220,63,215,0,0,0,0,5,22
25999,Unknown,01/11/2017,Unknown,Unknown,127,127,47,220,0,0,0,0,21,10
25999,Unknown,01/12/2016,Unknown,Unknown,119,119,70,219,0,0,0,0,0,22
25999,Unknown,01/12/2017,Unknown,Unknown,87,87,62,208,0,0,0,0,1,0
27402,Région Flamande,01/01/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2017,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2017,40-50,>6_years,11,11,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2017,50+,>6_years,8,8,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/01/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2017,25-30,>6_years,1,1,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2017,30-40,>6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2017,40-50,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2017,50+,>6_years,5,5,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/02/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2017,25-30,>6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2017,30-40,>6_years,9,9,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2017,50+,>6_years,40,40,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/03/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/04/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/04/2017,25-30,>6_years,4,4,0,0,0,0,0,0,5,0
27402,Région Flamande,01/04/2017,30-40,>6_years,6,6,0,0,0,0,0,0,0,0
27402,Région Flamande,01/04/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/04/2017,50+,>6_years,7,7,17,0,0,0,0,0,0,0
27402,Région Flamande,01/05/2016,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
27402,Région Flamande,01/05/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/05/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/05/2017,25-30,>6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/05/2017,30-40,>6_years,20,20,0,0,0,0,0,0,0,0
27402,Région Flamande,01/05/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
27402,Région Flamande,01/05/2017,50+,>6_years,6,6,23,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2016,25-30,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2016,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2016,40-50,>6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2017,25-30,>6_years,5,5,0,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2017,30-40,>6_years,6,6,19,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2017,40-50,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/06/2017,50+,>6_years,1,1,22,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2016,30-40,>6_years,1,1,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2017,25-30,<6_years,6,6,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2017,25-30,>6_years,5,5,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2017,30-40,>6_years,3,3,21,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2017,40-50,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/07/2017,50+,>6_years,17,17,21,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2016,25-30,>6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2016,40-50,>6_years,17,17,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,25-30,<6_years,7,7,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,25-30,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,30-40,>6_years,4,4,23,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,40-50,<6_years,5,5,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/08/2017,50+,>6_years,8,8,33,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2016,25-30,>6_years,8,8,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2016,30-40,>6_years,15,15,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2016,40-50,>6_years,4,4,18,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,25-30,<6_years,5,5,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,25-30,>6_years,7,7,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,30-40,<6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,30-40,>6_years,1,1,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,40-50,<6_years,6,6,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,50+,<6_years,5,5,0,0,0,0,0,0,0,0
27402,Région Flamande,01/09/2017,50+,>6_years,0,0,42,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2016,30-40,>6_years,2,2,0,0,0,0,0,0,1,0
27402,Région Flamande,01/10/2016,40-50,>6_years,0,0,21,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2016,50+,>6_years,24,24,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,25-30,<6_years,6,6,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,25-30,>6_years,7,7,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,30-40,<6_years,16,16,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,30-40,>6_years,20,20,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,40-50,<6_years,17,17,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,40-50,>6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/10/2017,50+,>6_years,7,7,44,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2016,25-30,>6_years,2,2,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2016,30-40,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2016,40-50,>6_years,2,2,22,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2016,50+,>6_years,5,5,21,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,25-30,<6_years,2,2,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,25-30,>6_years,5,5,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,30-40,<6_years,13,13,11,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,30-40,>6_years,2,2,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,40-50,<6_years,7,7,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,40-50,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/11/2017,50+,>6_years,5,5,44,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2016,25-30,>6_years,2,2,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2016,30-40,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2016,40-50,>6_years,4,4,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2016,50+,>6_years,7,7,12,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,25-30,<6_years,3,3,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,30-40,<6_years,21,21,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,40-50,<6_years,8,8,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,40-50,>6_years,7,7,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,50+,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Flamande,01/12/2017,50+,>6_years,3,3,42,0,0,0,0,0,0,0
27402,Région Wallonne,01/01/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Wallonne,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Wallonne,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Wallonne,01/11/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Région Wallonne,01/12/2017,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/01/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/02/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/03/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/04/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/05/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/05/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/06/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/06/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/07/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/07/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/08/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/08/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/09/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/09/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/10/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/10/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/11/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/11/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/12/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/12/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/01/2016,Unknown,Unknown,99,99,57,17,0,0,0,0,2,11
27402,Unknown,01/01/2017,Unknown,Unknown,118,118,34,18,0,0,0,0,0,22
27402,Unknown,01/01/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/02/2016,Unknown,Unknown,93,93,44,17,0,0,0,0,0,0
27402,Unknown,01/02/2017,Unknown,Unknown,125,125,54,16,0,0,0,0,0,20
27402,Unknown,01/02/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/03/2016,Unknown,Unknown,214,214,45,18,0,0,0,0,4,0
27402,Unknown,01/03/2017,Unknown,Unknown,77,77,57,33,0,0,0,0,3,3
27402,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
27402,Unknown,01/04/2016,Unknown,Unknown,121,122,58,17,0,0,0,0,8,0
27402,Unknown,01/04/2017,Unknown,Unknown,53,53,40,42,0,0,0,0,1,0
27402,Unknown,01/05/2016,Unknown,Unknown,53,53,88,18,0,0,0,0,0,0
27402,Unknown,01/05/2017,Unknown,Unknown,87,87,44,58,0,0,0,0,19,0
27402,Unknown,01/06/2016,Unknown,Unknown,108,108,73,17,0,0,0,0,3,0
27402,Unknown,01/06/2017,Unknown,Unknown,99,99,64,58,0,0,0,0,5,1
27402,Unknown,01/07/2016,Unknown,Unknown,27,27,74,17,0,0,0,0,8,0
27402,Unknown,01/07/2017,Unknown,Unknown,55,55,92,46,0,0,0,0,0,0
27402,Unknown,01/08/2016,Unknown,Unknown,52,52,55,18,0,0,0,0,5,0
27402,Unknown,01/08/2017,Unknown,Unknown,63,63,115,40,0,0,0,0,10,0
27402,Unknown,01/09/2016,Unknown,Unknown,63,63,53,18,0,0,0,0,33,5
27402,Unknown,01/09/2017,Unknown,Unknown,87,87,126,38,0,0,0,0,1,0
27402,Unknown,01/10/2016,Unknown,Unknown,102,102,42,17,0,0,0,0,7,24
27402,Unknown,01/10/2017,Unknown,Unknown,80,80,104,25,0,0,0,0,0,0
27402,Unknown,01/11/2016,Unknown,Unknown,102,102,47,17,0,0,0,0,0,22
27402,Unknown,01/11/2017,Unknown,Unknown,92,92,83,17,0,0,0,0,0,0
27402,Unknown,01/12/2016,Unknown,Unknown,55,55,54,18,0,0,0,0,4,22
27402,Unknown,01/12/2017,Unknown,Unknown,93,93,45,17,0,0,0,0,0,0
31502,Unknown,01/01/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/01/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/01/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/02/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/02/2017,Unknown,Unknown,2,2,0,0,0,0,0,0,0,0
31502,Unknown,01/02/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/03/2016,Unknown,Unknown,5,5,0,0,0,0,0,0,0,0
31502,Unknown,01/03/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/03/2018,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/04/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/04/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/05/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/05/2017,Unknown,Unknown,3,3,0,0,0,0,0,0,0,0
31502,Unknown,01/06/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/06/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/07/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/07/2017,Unknown,Unknown,1,1,0,0,0,0,0,0,0,0
31502,Unknown,01/08/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/08/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/09/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/09/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/10/2016,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/10/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/11/2016,Unknown,Unknown,8,8,0,0,0,0,0,0,0,0
31502,Unknown,01/11/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
31502,Unknown,01/12/2016,Unknown,Unknown,2,2,4,0,0,0,0,0,0,0
31502,Unknown,01/12/2017,Unknown,Unknown,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2017,30-40,>6_years,3,3,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,30-40,<6_years,3,3,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,30-40,>6_years,12,12,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/01/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2017,25-30,>6_years,4,4,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2017,30-40,>6_years,6,8,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2017,40-50,>6_years,5,5,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2017,50+,>6_years,3,3,0,0,0,0,0,0,13,0
41201,Région Flamande,01/02/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/02/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2017,30-40,>6_years,3,3,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2017,40-50,>6_years,2,2,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2017,50+,>6_years,0,0,0,0,0,0,0,0,8,15
41201,Région Flamande,01/03/2018,25-30,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2018,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2018,30-40,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2018,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2018,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2018,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2018,50+,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/03/2018,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/04/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/04/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/04/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/04/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/04/2017,30-40,>6_years,7,7,0,0,0,0,0,0,0,0
41201,Région Flamande,01/04/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/04/2017,50+,>6_years,4,4,0,0,0,0,0,0,0,5
41201,Région Flamande,01/05/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/05/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/05/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/05/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/05/2017,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/05/2017,30-40,>6_years,5,5,0,0,0,0,0,0,0,0
41201,Région Flamande,01/05/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/05/2017,50+,>6_years,1,1,0,0,0,0,0,0,0,0
41201,Région Flamande,01/06/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/06/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/06/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/06/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/06/2017,25-30,>6_years,2,4,0,0,0,0,0,0,0,0
41201,Région Flamande,01/06/2017,30-40,>6_years,6,6,0,0,0,0,0,0,10,0
41201,Région Flamande,01/06/2017,40-50,>6_years,1,1,0,0,0,0,0,0,0,0
41201,Région Flamande,01/06/2017,50+,>6_years,0,0,0,0,0,0,0,0,4,0
41201,Région Flamande,01/07/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/07/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/07/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/07/2016,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/07/2017,25-30,>6_years,1,1,0,0,0,0,0,0,0,0
41201,Région Flamande,01/07/2017,30-40,>6_years,17,17,3,0,0,0,0,0,0,0
41201,Région Flamande,01/07/2017,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/07/2017,50+,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2016,25-30,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2016,30-40,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2016,40-50,>6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2016,50+,>6_years,1,1,0,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2017,25-30,>6_years,4,4,0,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2017,30-40,>6_years,0,0,23,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2017,40-50,<6_years,0,0,0,0,0,0,0,0,0,0
41201,Région Flamande,01/08/2017,40-50,>6_years,4,4,0,0,0,0,0,0,0,0
