Region,Contract Start Year_Month,Gender,Seniority_class,Age_class,Qty_Z1_Days,Qty_Z2_Days,Qty_Z3_Days,Qty_P1_Days,Qty_P2_Days,Qty_P3_Days,Qty_A1_Days,Qty_A2_Days,unique ID
Région de Bruxelles-Capitale,2016-08,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,16
Région de Bruxelles-Capitale,2016-08,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,16
Région de Bruxelles-Capitale,2016-08,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,72
Région de Bruxelles-Capitale,2016-08,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,36
Région de Bruxelles-Capitale,2016-08,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,7
Région de Bruxelles-Capitale,2016-09,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,9
Région de Bruxelles-Capitale,2016-09,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,7
Région de Bruxelles-Capitale,2016-09,Femme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2016-09,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2016-09,Homme,>6_years,30-40,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-09,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,32
Région de Bruxelles-Capitale,2016-09,Homme,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-09,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,23
Région de Bruxelles-Capitale,2016-09,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Région de Bruxelles-Capitale,2016-10,Femme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-10,Femme,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2016-10,Femme,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-10,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,13
Région de Bruxelles-Capitale,2016-10,Femme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-10,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2016-10,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2016-10,Homme,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-10,Homme,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2016-10,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2016-10,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,13
Région de Bruxelles-Capitale,2016-10,Homme,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-10,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,14
Région de Bruxelles-Capitale,2016-10,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,20-25,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,20-25,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,24
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,25
Région de Bruxelles-Capitale,2016-11,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,25-30,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,18
Région de Bruxelles-Capitale,2016-12,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2016-12,Homme,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2016-12,Homme,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2016-12,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2016-12,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,32
Région de Bruxelles-Capitale,2016-12,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,36
Région de Bruxelles-Capitale,2016-12,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Région de Bruxelles-Capitale,2017-01,Femme,>6_years,20-25,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-01,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,10
Région de Bruxelles-Capitale,2017-01,Femme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-01,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,17
Région de Bruxelles-Capitale,2017-01,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-01,Homme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-01,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,8
Région de Bruxelles-Capitale,2017-01,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,26
Région de Bruxelles-Capitale,2017-01,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,24
Région de Bruxelles-Capitale,2017-01,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,14
Région de Bruxelles-Capitale,2017-02,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-02,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,25
Région de Bruxelles-Capitale,2017-02,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,20-25,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,19
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,32
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-02,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,7
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,21
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-03,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-03,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-03,Homme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-03,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,24
Région de Bruxelles-Capitale,2017-03,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,35
Région de Bruxelles-Capitale,2017-03,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,17
Région de Bruxelles-Capitale,2017-04,Femme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-04,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-04,Femme,>6_years,30-40,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-04,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,21
Région de Bruxelles-Capitale,2017-04,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,11
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,30-40,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,49
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,4
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,35
Région de Bruxelles-Capitale,2017-04,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,17
Région de Bruxelles-Capitale,2017-05,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-05,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-05,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-05,Homme,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-05,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,26
Région de Bruxelles-Capitale,2017-05,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,67
Région de Bruxelles-Capitale,2017-05,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,48
Région de Bruxelles-Capitale,2017-05,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,17
Région de Bruxelles-Capitale,2017-06,Femme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,10
Région de Bruxelles-Capitale,2017-06,Femme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-06,Femme,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-06,Femme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-06,Femme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-06,Homme,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-06,Homme,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région de Bruxelles-Capitale,2017-06,Homme,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-06,Homme,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,21
Région de Bruxelles-Capitale,2017-06,Homme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région de Bruxelles-Capitale,2017-06,Homme,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,63
Région de Bruxelles-Capitale,2017-06,Homme,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,62
Région de Bruxelles-Capitale,2017-06,Homme,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,22
Région de Bruxelles-Capitale,2017-07,Femme,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-07,Femme,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,7
Région de Bruxelles-Capitale,2017-07,Femme,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-07,Femme,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-07,Femme,<6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-07,Femme,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,13
Région de Bruxelles-Capitale,2017-07,Homme,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-07,Homme,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,20
Région de Bruxelles-Capitale,2017-07,Homme,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,76
Région de Bruxelles-Capitale,2017-07,Homme,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-07,Homme,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,56
Région de Bruxelles-Capitale,2017-07,Homme,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Région de Bruxelles-Capitale,2017-08,Femme,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
Région de Bruxelles-Capitale,2017-08,Femme,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,8
Région de Bruxelles-Capitale,2017-08,Femme,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,4
Région de Bruxelles-Capitale,2017-08,Femme,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Région de Bruxelles-Capitale,2017-08,Femme,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Région de Bruxelles-Capitale,2017-08,Homme,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,18
Région de Bruxelles-Capitale,2017-08,Homme,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,20
Région de Bruxelles-Capitale,2017-08,Homme,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-08,Homme,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,85
Région de Bruxelles-Capitale,2017-08,Homme,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-08,Homme,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,51
Région de Bruxelles-Capitale,2017-08,Homme,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,14
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,12
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,9
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,5
Région de Bruxelles-Capitale,2017-09,Femme,<6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région de Bruxelles-Capitale,2017-09,Homme,<6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,6
